school_code,latitude,longitude,school_class,operation_type,highschool_type,gender,foundation_date,address_by_law
S010001573,37.50352564,126.94065719999999,middle,public,,both,1985.4.24,1159010200
S010001575,37.50442443,126.9615341,middle,private,,both,1934.4.15,1159010500
S010001696,37.62202718,127.08396040000001,middle,public,,both,1984.12.8,1135010300
S010001697,37.62054383,127.05595749999999,middle,private,,male,1964.12.7,1135010200
S010001698,37.64821152,127.0533553,middle,public,,both,1988.12.19,1132010700
S010001699,37.64905106,127.0598021,middle,public,,both,1988.12.24,1135010500
S010001700,37.67307458,127.0538233,middle,public,,both,1995.3.1,1135010500
S010001701,37.63126959,127.0622895,middle,public,,both,1995.1.10,1135010200
S010000715,37.49375946,127.0247303,middle,public,,both,1982.1.7,1165010800
S010000716,37.49886081,127.0223402,middle,public,,both,1986.12.17,1165010800
S010000717,37.48532378,127.00863629999999,middle,public,,both,1979.8.30,1165010800
S010000718,37.5019828,126.9940399,middle,private,,female,1978.2.18,1165010700
S010000719,37.49094076,127.1027736,middle,public,,both,1993.4.30,1168011500
S010000720,37.49105985,127.05167,middle,private,,female,1906.5.22,1168011800
S010000721,37.52700477,127.0322082,middle,public,,both,1988.2.2,1168010700
S010000722,37.51634598,127.01300230000001,middle,public,,both,1990.1.20,1165010600
S010000723,37.50570628,126.9961146,middle,public,,both,1984.1.9,1165010700
S010000724,37.52432934,127.0212357,middle,public,,both,1984.3.1,1168011000
S010000725,37.47218396,127.04428130000001,middle,public,,both,1988.12.24,1165010200
S010000726,37.51912039,127.0332284,middle,public,,both,1982.1.7,1168010800
S010000727,37.51440587,127.04690090000001,middle,public,,both,1980.12.27,1168010500
S010000728,37.49564471,127.04884440000001,middle,public,,both,1984.12.8,1168010100
S010000729,37.46573221,127.02557469999999,middle,public,,both,1969.11.11,1165010300
S010000730,37.50588887,127.01404450000001,middle,public,,both,1982.12.9,1165010700
S010000731,37.48768658,127.03601929999999,middle,private,,both,1955.3.16,1168011800
S010000732,37.48083668,126.99041899999999,middle,public,,male,1982.1.7,1165010100
S010000733,37.48880119,127.07816709999999,middle,private,,male,1906.5.10,1168011400
S010000734,37.50232303,127.0483723,middle,private,,female,1976.12.28,1168010100
S010000735,37.5288535,127.04535659999999,middle,public,,both,1984.3.1,1168010400
S010000736,37.50547576,127.0619841,middle,private,,male,1906.5.1,1168010100
S010000856,37.50221682,127.11836570000001,middle,public,,both,1986.1.29,1171010400
S010000857,37.49078127,127.1228736,middle,public,,both,1988.12.24,1171010700
S010000858,37.55523391,127.13825859999999,middle,public,,both,1982.12.9,1174010700
S010000859,37.48769975,127.14622659999998,middle,public,,both,1997.12.20,1171011300
S010000860,37.56001314,127.16129740000001,middle,public,,both,1984.11.30,1174010200
S010000861,37.52037926,127.1405287,middle,private,,male,1953.6.4,1174010600
S010000862,37.53664957,127.13412220000001,middle,private,,both,1950.5.16,1174010900
S010000863,37.53033765,127.1462064,middle,public,,both,1986.1.29,1174010600
S010000864,37.55692932,127.1479662,middle,public,,both,1984.1.9,1174010200
S010000865,37.48820001,127.1296588,middle,public,,both,1990.1.20,1171010800
S010000866,37.50907120000001,127.12175249999999,middle,public,,both,1991.2.21,1171011100
S010000867,37.51451109,127.1130206,middle,public,,both,1985.4.12,1171011100
S010000868,37.49907172,127.0956466,middle,private,,male,1949.3.7,1171010600
S010000869,37.55572656,127.1496003,middle,private,,male,1885-08-03,1174010200
S010000870,37.52041444,127.135076,middle,private,,male,1906.9.5,1171011100
S010000871,37.49822713,127.13799509999998,middle,private,,male,1908.6.8,1171011200
S010000872,37.54964937,127.17038600000001,middle,private,,female,1979.2.21,1174010300
S010000873,37.50074981,127.1213104,middle,public,,both,1982.1.7,1171010700
S010000874,37.5287623,127.1295963,middle,public,,both,1984.12.8,1174010800
S010000875,37.54959332,127.1415824,middle,private,,female,1976.12.28,1174010900
S010000876,37.50849606,127.1314098,middle,public,,both,1991.10.30,1171011200
S010000877,37.49563672,127.1299138,middle,public,,both,1978.2.27,1171010700
S010000878,37.54195865,127.1495209,middle,public,,both,1993.1.10,1174010500
S010000879,37.55561509,127.1330777,middle,public,,both,1981.5.4,1174010700
S010000880,37.51601726,127.0784453,middle,public,,both,1975.11.14,1171010100
S010000881,37.50492618,127.07617150000002,middle,public,,both,1986.12.17,1171010100
S010000882,37.53312327,127.1204382,middle,private,,female,1967.10.28,1171010300
S010000883,37.50495636,127.12843729999999,middle,public,,both,1986.12.17,1171011200
S010000884,37.51606548,127.1387635,middle,public,,both,1988.12.24,1171011100
S010000885,37.50118155,127.1361844,middle,public,,both,1984.1.9,1171011200
S010000886,37.50177714,127.1134261,middle,private,,female,1974.3.1,1171010400
S010000887,37.51584066,127.087802,middle,public,,both,1984.1.9,1171010100
S010000888,37.51733281,127.09933319999999,middle,public,,both,1980.1.24,1171010200
S010000889,37.50903739,127.07353909999998,middle,private,,female,1887-10-20,1171010100
S010000890,37.5457201,127.1278126,middle,public,,both,1994.1.5,1174010900
S010000891,37.54637206,127.13957679999999,middle,public,,both,1969.11.7,1174010900
S010000892,37.52536544,127.11644,middle,public,,both,1982.12.9,1171010300
S010000893,37.52538879,127.11242390000001,middle,public,,both,1991.1.21,1171010300
S010000895,37.52844976,127.1401145,middle,public,,both,1990.1.20,1174010600
S010000896,37.54925409,127.15735819999999,middle,private,,both,1933.4.18,1174010300
S010000967,37.51470231,126.8389523,middle,public,,both,1988.12.24,1147010300
S010000968,37.56115203,126.8585442,middle,public,,both,1950.9.1,1150010400
S010000969,37.56634032,126.85089109999998,middle,public,,both,1993.1.27,1150010400
S010000970,37.56261595,126.8153399,middle,public,,both,1955.4.28,1150010800
S010000971,37.51073114,126.8447953,middle,public,,both,1981.3.1,1147010100
S010000972,37.54982514,126.82947250000001,middle,private,,both,1978.4.29,1150010600
S010001553,37.47868496,126.972489,middle,public,,both,1982.12.9,1159010700
S010001554,37.49205829,126.9329834,middle,public,,both,1982.12.9,1162010100
S010001555,37.49517589,126.91376399999999,middle,public,,both,1972.9.1,1159010900
S010001556,37.50981752,126.95686699999999,middle,private,,male,1951.3.3,1159010400
S010001557,37.49510026,126.9773009,middle,public,,both,1984.12.8,1159010600
S010001558,37.49580287,126.92177290000001,middle,public,,both,1981.5.8,1159010900
S010001559,37.47522591,126.9123595,middle,public,,both,1984.1.9,1162010200
S010001560,37.48019587,126.93847509999999,middle,public,,both,1988.12.24,1162010100
S010001561,37.48424624,126.95823100000001,middle,public,,both,1969.11.11,1162010100
S010001562,37.4875706,126.96893689999999,middle,public,,both,1984.1.9,1159010700
S010001563,37.49037591,126.9616003,middle,public,,both,1968.10.23,1159010700
S010001564,37.49398955,126.96113570000001,middle,public,,both,1968.8.6,1159010200
S010001565,37.47393742,126.95140890000002,middle,private,,female,1926.4.1,1162010100
S010001566,37.50468537,126.9270702,middle,private,,male,1938.4.25,1159010800
S010001567,37.48023773,126.92163670000001,middle,private,,both,1981.12.31,1162010200
S010001568,37.47987613,126.93416640000001,middle,public,,both,1984.3.1,1162010200
S010001569,37.46781312,126.9431996,middle,public,,both,1970.8.1,1162010200
S010001570,37.47048647,126.94489250000001,middle,public,,both,1973.12.29,1162010200
S010001571,37.50743697,126.93369109999999,middle,public,,both,1906.4.7,1159010800
S010000387,37.60980051,127.00143059999999,high,private,general,male,1968.3.11,1129013300
S010000388,37.50897724,126.85130600000001,high,public,autonomous,both,1984.12.15,1153010600
S010000389,37.56859511,126.8056485,high,public,general,both,1982.11.30,1150010900
S010000390,37.52144634,126.88295049999999,high,public,general,both,1955.4.27,1156012600
S010000391,37.54128129,127.1020414,high,public,general,both,1986.1.25,1121510400
S010000392,37.55999167,127.1582119,high,private,general,both,1985.11.5,1174010200
S010000393,37.54879699,126.9366887,high,private,general,male,1894-04-06,1144011100
S010000394,37.46466971,126.925711,high,private,general,both,1987.1.20,1162010200
S010000395,37.52927088,127.085655,high,public,autonomous,both,1986.12.15,1121510500
S010000396,37.53760656,126.8241065,high,private,general,male,1985.2.1,1147010300
S010000397,37.53757548,126.82324640000002,high,private,general,female,1984.12.17,1147010300
S010000398,37.49864368,126.89001259999999,high,public,general,both,1981.12.31,1153010200
S010000399,37.49391478,126.87394520000001,high,public,general,both,1990.1.20,1153010200
S010000400,37.53087081,127.0328538,high,public,general,both,1986.12.17,1168011000
S010000401,37.51104075,126.8445702,high,public,general,female,1981.1.15,1147010100
S010000402,37.44480673,126.90566799999999,high,public,autonomous,both,1983.12.8,1154510300
S010001702,37.670451899999996,127.04566799999999,middle,public,,both,1971.9.1,1132010800
S010001703,37.66546957,127.0317439,middle,public,,both,1982.1.17,1132010600
S010001704,37.65607544,127.0359041,middle,public,,both,1992.3.1,1132010500
S010001705,37.68115539,127.04292120000001,middle,public,,both,1984.12.8,1132010800
S010001706,37.6456119,127.0737459,middle,public,,both,1992.12.27,1135010400
S010001707,37.66665876,127.0535591,middle,public,,both,1988.12.24,1135010500
S010001708,37.66113509,127.07764009999998,middle,public,,both,1971.1.16,1135010600
S010001709,37.65202094,127.06885829999999,middle,public,,both,1986.3.1,1135010500
S010001710,37.6490592,127.0679669,middle,private,,both,1937.12.1,1135010600
S010001711,37.67154355,127.0595044,middle,public,,both,1993.1.15,1135010500
S010001712,37.65620105,127.026702,middle,private,,both,1979.1.31,1132010500
S010001713,37.68295785,127.0545923,middle,public,,both,2002.3.1,1135010500
S010001714,37.64932131,127.03320169999999,middle,public,,both,1968.8.6,1132010500
S010001715,37.66400024,127.0294143,middle,public,,both,1994.1.5,1132010600
S010001716,37.6513108,127.06363590000002,middle,public,,both,1988.2.2,1135010500
S010001717,37.62832255,127.0479477,middle,public,,both,1984.5.6,1135010200
S010001718,37.630216499999996,127.05053020000001,middle,private,,both,1965.12.29,1135010200
S010001719,37.66010516,127.0646186,middle,public,,both,1991.1.21,1135010500
S010001720,37.63040483,127.0520528,middle,public,,both,1981.4.9,1135010200
S010001721,37.66126447,127.08093889999999,middle,private,,both,1971.1.30,1135010600
S010001722,37.65340386,127.03205049999998,middle,private,,female,1971.1.30,1132010500
S010001723,37.65530037,127.0751922,middle,public,,both,1994.1.5,1135010600
S010001724,37.64399166,127.068119,middle,public,,both,1991.1.21,1135010600
S010001725,37.63680137,127.0623933,middle,public,,both,1990.1.20,1135010400
S010001726,37.66276724,127.0496351,middle,public,,both,1983.3.1,1132010600
S010001727,37.64963844,127.03843880000001,middle,public,,both,1986.12.17,1132010700
S010001728,37.64860391,127.04689009999998,middle,public,,both,1991.1.22,1132010700
S010001729,37.66670084,127.061741,middle,private,,both,1955.4.27,1135010500
S010001730,37.62663781,127.09153880000001,middle,public,,both,2001.6.11,1135010300
S010001731,37.64086819,127.07160379999999,middle,public,,both,1982.12.9,1135010400
S010001732,37.63124532,127.0724683,middle,public,,both,1991.10.30,1135010300
S010001924,37.56371775,126.91953170000001,middle,private,,male,1967.9.2,1144012400
S010001925,37.54846912,126.9368808,middle,private,,male,1894-04-06,1144011100
S010001926,37.60940066,126.90896359999999,middle,public,,both,1981.12.9,1138010500
S010001927,37.62242855,126.9093902,middle,private,,male,1969.1.15,1138010400
S010001928,37.60184143,126.9043021,middle,public,,both,1988.2.2,1138010900
S010001929,37.54646521,126.94682279999999,middle,private,,both,1955.4.9,1144010900
S010001930,37.56852347,126.96230790000001,middle,private,,female,1946.9.20,1141010600
S010001931,37.58473948,126.9268009,middle,private,,both,1948.4.12,1141011800
S010001932,37.62309511,126.9317759,middle,public,,both,1974.9.20,1138010300
S010001933,37.59000209,126.90650259999998,middle,public,,both,1984.12.8,1138010900
S010001934,37.56810892,126.9276344,middle,public,,both,1984.12.8,1141011700
S010001935,37.54868959,126.9483608,middle,public,,female,1955.3.2,1144010900
S010001936,37.61970878,126.9129659,middle,private,,female,1967.10.28,1138010400
S010001937,37.61865071,126.9080879,middle,private,,both,1950.5.22,1138010400
S010001938,37.56814613,126.91340520000001,middle,public,,both,1980.12.27,1144012500
S010001939,37.5471627,126.91589850000001,middle,public,,both,1968.1.17,1144012200
S010001940,37.56300908,126.9084294,middle,public,,both,1984.1.9,1144012500
S010001941,37.55157332,126.94511570000002,middle,private,,male,1906.4.1,1144010800
S010001942,37.59331405,126.90534280000001,middle,private,,male,1897-10-10,1138010900
S010001943,37.54611939,126.93363329999998,middle,public,,both,1986.12.15,1144011100
S010001944,37.58312322,126.94004380000001,middle,public,,both,1986.12.15,1141011700
S010001945,37.55615513,126.9570872,middle,public,,both,1980.2.2,1144010100
S010001946,37.57758095,126.9380078,middle,public,,both,1984.12.8,1141011700
S010001947,37.58704446,126.90993490000001,middle,public,,both,1971.10.28,1138011000
S010001948,37.623292,126.9250764,middle,public,,both,1982.1.7,1138010300
S010001949,37.62697443,126.92599840000001,middle,public,,both,1984.1.9,1138010300
S010001950,37.57907672,126.9190251,middle,public,,both,1971.12.29,1141012000
S010001951,37.59667624,126.9251334,middle,private,,both,1952.6.10,1138010700
S010001952,37.61045145,126.91600790000001,middle,private,,female,1965.9.26,1138010500
S010001953,37.61061869,126.90908929999999,middle,public,,both,1984.1.9,1138010500
S010001955,37.56264282,126.94421409999998,middle,private,,both,1955.2.28,1141011300
S010001956,37.565225500000004,126.964199,middle,private,,male,1945.9.1,1141010100
S010001958,37.58547402,126.9334347,middle,private,,female,1969.1.15,1141011800
S010001959,37.57211207,126.9039182,middle,public,,both,1984.12.8,1144012600
S010001960,37.56276849,126.9527219,middle,private,,female,1940.10.10,1141011000
S010001961,37.58351933,126.9041567,middle,public,,both,1986.1.29,1138011000
S010001962,37.58527463,126.9219297,middle,private,,both,1965.2.1,1138010700
S010001963,37.5598654,126.9552662,middle,private,,male,1928.9.25,1141011000
S010001964,37.59231525,126.93533459999999,middle,public,,both,1984.1.9,1141011800
S010001965,37.56013585,126.91367609999999,middle,private,,female,1967.11.18,1144012500
S010002143,37.54141919,127.0817966,middle,private,,both,1967.12.30,1121510500
S010002144,37.53925228,127.05859099999999,middle,public,,both,1980.12.27,1120011500
S010002145,37.54028988,127.10162050000001,middle,public,,both,1993.1.16,1121510400
S010002146,37.53019592,127.0859539,middle,public,,both,1986.1.29,1121510500
S010002147,37.54704377,127.1014269,middle,public,,both,1982.12.9,1121510400
S010002148,37.53178747,127.08962140000001,middle,public,,both,1979.9.1,1121510500
S010002149,37.55127984,127.0341932,middle,public,,both,1937.5.21,1120010800
S010002150,37.54318858,127.0790768,middle,public,,both,1984.4.30,1121510700
S010002151,37.56385379,127.08941809999999,middle,private,,both,1977.5.20,1121510100
S010002152,37.56240816,127.04000259999998,middle,public,,both,1984.12.8,1120010500
S010002153,37.54263066,127.0874025,middle,private,,female,1930.6.20,1121510300
S010002154,37.557713799999995,127.03220729999998,middle,public,,both,1968.10.1,1120010700
S010002155,37.5482006,127.0383249,middle,public,,both,1967.10.27,1120011400
S010002156,37.53918773,127.0520959,middle,public,,both,1968.8.6,1120011500
S010002157,37.53326061,127.0634311,middle,public,,both,1984.1.9,1121510500
S010002158,37.54153096,127.0124385,middle,public,,both,1984.1.9,1120011300
S010002159,37.56576406,127.08871809999998,middle,public,,both,1982.12.9,1121510100
S010002160,37.53522828,127.07447820000002,middle,public,,both,1984.3.1,1121510500
S010002161,37.56184973,127.0441486,middle,private,,both,1960.1.18,1120010600
S010002162,37.55425983,127.0423679,middle,public,,both,1968.8.6,1120010700
S010000489,37.50901425,126.84578290000002,high,private,general,male,1984.2.6,1147010100
S010000490,37.50878128,126.860143,high,private,general,female,1989.12.8,1147010100
S010000403,37.47242239,126.925555,high,private,general,male,1972.12.29,1162010200
S010000404,37.66235904,127.05333700000001,high,public,general,both,1988.12.23,1135010500
S010000405,37.49549061,127.0562354,high,private,general,male,1983.12.26,1168010600
S010000406,37.49193742,126.93471670000001,high,public,autonomous,both,1983.12.26,1162010100
S010000407,37.57764292,127.0244386,high,private,autonomous,male,1947.11.25,1123010100
S010000408,37.62316121,126.9098186,high,private,autonomous,male,1969.1.9,1138010400
S010000409,37.57361482,126.962019,high,private,general,male,1938.4.5,1111018100
S010000410,37.50342297,126.90597209999999,high,public,autonomous,both,1987.12.15,1156013200
S010000411,37.56331603,127.08953559999999,high,private,general,male,1977.5.20,1121510100
S010000412,37.56249619,127.08940520000002,high,private,general,female,1982.10.13,1121510100
S010000413,37.53918801,126.86285579999999,high,private,general,male,1972.9.26,1150010200
S010000414,37.63760491,127.07522790000002,high,private,general,male,1984.6.13,1135010400
S010000415,37.64617362,127.0673241,high,private,general,female,1988.2.12,1135010600
S010000416,37.49070951,127.09610049999999,high,private,specialized,both,1994.3.25,1168011500
S010000417,37.57800078,126.9829287,high,private,general,female,1920.4.19,1111014100
S010000418,37.54820119,126.82859950000001,high,private,general,female,1978.4.29,1150010600
S010000419,37.476199,126.9109732,high,public,general,both,2001.12.31,1154510200
S010000420,37.57749539,127.0744645,high,private,general,male,1947.6.24,1123010600
S010000421,37.47583666,126.992496,high,private,general,female,1910.4.28,1165010100
S010000422,37.61450966,126.92504280000001,high,private,general,female,1954.1.5,1138010600
S010000423,37.51967802,127.14118130000001,high,private,general,male,1953.6.4,1174010600
S010000424,37.58507556,127.00306189999999,high,private,autonomous,male,1907.9.10,1111016900
S010000425,37.45119609,126.91673229999999,high,private,general,female,1972.12.19,1154510300
S010000426,37.45086278,126.916191,high,private,specialized,female,1987.1.12,1154510300
S010000427,37.48190069,126.96531940000001,high,public,general,both,1991.10.23,1159010700
S010000428,37.53110499,127.14423219999999,high,public,general,both,1997.1.15,1174010600
S010000429,37.5598182,126.8533855,high,private,general,male,1953.7.1,1150010200
S010000430,37.5844889,127.09659170000002,high,public,autonomous,male,1982.11.30,1126010100
S010000431,37.55390749,126.835275,high,private,general,male,1984.12.17,1150010600
S010000432,37.55410155,126.8340788,high,private,general,female,1983.12.26,1150010600
S010000433,37.54326169,127.0869732,high,private,general,female,1930.6.20,1121510300
S010000434,37.54981568,127.15030559999998,high,public,general,female,1984.12.17,1174010100
S010000435,37.58425024,126.92755220000001,high,private,general,both,1948.4.12,1141011800
S010000436,37.55726298,127.03335030000001,high,public,general,female,1940.3.30,1120010700
S010000437,37.47345337,126.95106070000001,high,private,general,female,1991.11.7,1162010100
S010000438,37.44914501,126.89907209999998,high,private,general,male,1974.12.27,1154510300
S010000439,37.46740652,126.93263370000001,high,private,general,female,1967.12.30,1162010200
S010000440,37.50204786,127.0165603,high,public,general,both,1983.12.26,1165010700
S010000441,37.49881138,127.0956575,high,private,general,male,1949.3.7,1171010600
S010000442,37.54999783,126.9646239,high,private,general,male,1955.12.31,1117010800
S010000443,37.55612853,127.1508514,high,private,autonomous,male,1885-06-08,1174010200
S010000444,37.57868257,126.96686580000001,high,private,general,female,1898-10-02,1111011300
S010000445,37.51168474,126.84429009999998,high,private,general,both,1984.12.17,1147010100
S010000446,37.51956244,127.13536709999998,high,private,general,male,1906.9.5,1171011100
S010000447,37.54311147,126.9842996,high,private,general,female,1907.10.10,1117010200
S010000448,37.46932138,126.9436438,high,public,general,both,1986.1.12,1162010200
S010000449,37.65236877,127.05604270000002,high,public,general,male,1987.12.15,1135010500
S010000450,37.60334127,126.9536925,high,private,general,female,1966.12.19,1111018500
S010000451,37.64963116,127.0682567,high,private,general,both,1937.12.1,1135010600
S010000452,37.47877647,127.0042138,high,private,general,male,1972.12.23,1165010100
S010000453,37.54925891,127.1697409,high,private,general,female,1979.10.6,1174010300
S010000454,37.64510755,127.0754098,high,private,general,male,1956.3.5,1135010600
S010000455,37.48953343,126.98542759999998,high,private,general,female,1972.12.29,1165010100
S010000456,37.4841086,127.0061148,high,public,general,male,1946.2.1,1165010800
S010000458,37.47692079,126.9672486,high,private,general,both,1971.9.26,1162010100
S010000459,37.48999885,127.10259909999999,high,private,general,both,1958.12.28,1168011500
S010000460,37.54808746,126.94818629999999,high,public,autonomous,female,1958.4.15,1144010900
S010000461,37.52175897,127.13040690000001,high,public,objective,both,1971.3.20,1171011100
S010000463,37.48931678,127.00603740000001,high,public,general,both,1984.1.12,1165010800
S010000464,37.60964179999999,127.06653429999999,high,public,general,both,1982.11.30,1129013900
S010000465,37.65452068,127.0266221,high,private,autonomous,male,1982.10.3,1132010500
S010000466,37.61917416,126.9129835,high,private,general,female,1971.12.27,1138010400
S010000467,37.61870991,126.9090988,high,private,general,both,1950.5.22,1138010400
S010000468,37.50518496,126.9263176,high,private,general,male,1938.2.24,1159010800
S010000469,37.56411643,127.02284640000002,high,public,autonomous,male,1949.8.24,1114016200
S010000470,37.47989505,126.9198499,high,private,general,male,1981.12.31,1162010200
S010000471,37.59349704,127.0226632,high,private,general,female,1936.4.28,1129010300
S010000472,37.53445137,126.95365790000001,high,private,general,female,1960.1.26,1117011800
S010000473,37.5018343,126.9918657,high,private,autonomous,male,1986.12.30,1165010700
S010000474,37.50219492,126.99329669999999,high,private,autonomous,female,1977.12.30,1165010700
S010000475,37.60540379,127.1072659,high,private,general,male,1986.12.31,1126010500
S010000476,37.60676073,127.10473789999999,high,private,general,female,1972.12.31,1126010500
S010000374,37.54022482,127.0804186,high,private,general,both,1980.1.31,1121510700
S010000375,37.51712417,127.05593909999999,high,public,general,male,1900.10.3,1168010500
S010000376,37.48667354,127.065823,high,public,general,female,1908.4.1,1168010300
S010000377,37.58582354,127.0149687,high,public,autonomous,male,1940.4.16,1129011300
S010000378,37.49258942,126.9815423,high,private,autonomous,male,1980.1.24,1159010600
S010000379,37.58681378,126.9713519,high,public,general,male,1921.5.2,1111010100
S010000380,37.55853046,126.85084950000001,high,private,general,female,1993.10.2,1150010200
S010000381,37.56346578,126.9190014,high,private,general,male,1967.12.29,1144012400
S010000382,37.59222582,127.00003149999999,high,private,general,male,1885-10-16,1111016900
S010000383,37.49641705,126.8658108,high,public,general,both,2002.3.1,1153010600
S010000384,37.59501183,127.0549057,high,private,autonomous,male,1959.12.12,1123010800
S010000385,37.59467402,127.0509009,high,private,general,female,1960.2.9,1123010800
S010000386,37.60781151,127.0206622,high,private,general,both,1944.9.8,1129013400
S010000491,37.47289781,127.043131,high,public,general,both,1986.1.25,1165010200
S010000492,37.52492383,126.933779,high,public,general,male,1972.12.29,1156011000
S010000493,37.52272813,126.93498229999999,high,public,general,female,1984.3.1,1156011000
S010000494,37.63101774,127.0499283,high,private,general,both,1982.10.19,1135010200
S010000495,37.520626899999996,127.0419943,high,private,general,male,1972.4.18,1168010400
S010000496,37.51003447,127.0897718,high,private,general,both,1977.12.30,1171010100
S010000497,37.50834923,126.9340607,high,public,general,male,1959.3.13,1159010800
S010000498,37.51524893,126.9151041,high,public,general,female,1953.3.31,1156013200
S010000499,37.47630917,126.9441949,high,private,general,both,1952.6.10,1162010100
S010000500,37.52325879,126.86003329999998,high,private,specialized,both,1961.12.8,1147010100
S010000501,37.49755151,126.9096762,high,public,general,both,1990.1.20,1156013200
S010000502,37.65232025,127.08328929999999,high,private,general,female,1987.12.15,1135010600
S010000503,37.54777198,126.86170190000001,high,private,general,male,1975.1.18,1150010200
S010000504,37.53205276,127.11981740000002,high,private,general,female,1972.12.29,1171010300
S010000505,37.61359434,127.02773940000002,high,private,general,both,1972.12.29,1130510100
S010000506,37.61064737,126.91528899999999,high,private,general,female,1965.9.26,1138010500
S010000507,37.50435687,127.1293872,high,public,general,both,1987.12.15,1171011200
S010000508,37.50026298,126.82819599999999,high,private,general,female,1999.11.27,1153010900
S010000509,37.52350529,126.99958899999999,high,private,general,male,1907.5.15,1117013600
S010000510,37.58793476,127.0251959,high,private,general,male,1946.10.12,1129012200
S010000511,37.54520417,126.9801563,high,public,general,male,1946.9.9,1117010200
S010000512,37.65877418,127.05838059999999,high,private,general,female,1987.12.15,1135010500
S010000513,37.49535636,126.82667409999999,high,private,general,male,1974.1.5,1153010900
S010000514,37.48856855,127.03537639999999,high,private,general,female,1955.3.15,1168011800
S010000515,37.6351761,126.929197,high,private,specialized,both,1970.3.2,1138011400
S010000516,37.56472348,126.970326,high,private,autonomous,female,1886-05-31,1114016700
S010000517,37.56596828,126.94730279999999,high,private,autonomous,both,1958.2.15,1141011300
S010000518,37.56541846,126.9634652,high,private,general,male,1953.10.10,1141010100
S010000519,37.47164063,126.9697945,high,public,general,both,1984.12.7,1162010100
S010000521,37.53554054,127.0729936,high,public,general,both,1983.12.26,1121510500
S010000522,37.51526167,127.0889878,high,public,general,both,1988.12.23,1171010100
S010000523,37.5224532,127.1061269,high,public,general,male,1982.11.30,1171010200
S010000524,37.50229735,127.1130388,high,private,general,female,1982.11.30,1171010400
S010000525,37.55261218,127.0060726,high,private,general,male,1947.9.1,1114016200
S010000526,37.51348139,126.9154947,high,private,autonomous,male,1964.1.13,1156013200
S010000527,37.660214,127.07967749999999,high,private,general,male,1978.1.30,1135010600
S010000528,37.50875542,127.07179620000001,high,private,general,female,1887-10-20,1171010100
S010000529,37.65276889,127.031104,high,private,general,female,1976.3.5,1132010500
S010000530,37.51750016,126.97548540000001,high,public,autonomous,both,1982.3.1,1117012900
S010000531,37.49313402,127.08076899999999,high,private,autonomous,male,1948.7.31,1168011400
S010000532,37.48545837,127.0807166,high,private,general,male,1994.3.1,1168011400
S010000533,37.58400728,126.98683570000001,high,private,autonomous,male,1908.6.20,1111014800
S010000534,37.49221278,127.052077,high,private,general,both,1934.4.15,1168011800
S010000535,37.56209451,126.95259250000001,high,private,general,female,1940.10.10,1141011000
S010000536,37.60476638,127.0830568,high,public,general,both,1987.12.15,1126010300
S010000537,37.52381306,126.8661298,high,private,general,female,1906.4.21,1147010200
S010000538,37.50185587,127.0469382,high,private,general,female,1976.12.28,1168010100
S010000539,37.51592419,127.1401446,high,public,general,female,1941.4.1,1171011100
S010000540,37.65079797,127.0385983,high,public,general,both,2002.3.1,1132010700
S010000541,37.61335506,127.03633719999999,high,private,general,female,1974.12.27,1130510100
S010000542,37.52817117,127.04338829999999,high,public,general,both,1990.1.20,1168011000
S010000543,37.58877714,127.05125840000001,high,public,autonomous,both,1981.12.31,1123010700
S010000544,37.66666861,127.06307279999999,high,private,general,male,1988.11.12,1135010500
S010000545,37.66615141,127.0613666,high,private,general,female,2001.3.1,1135010500
S010000546,37.58485183,126.9212301,high,private,general,male,1968.1.10,1138010700
S010000547,37.61895227,127.08527579999999,high,public,general,both,1984.12.17,1126010400
S010000548,37.47135959,127.10069250000001,high,private,general,both,1944.4.10,1168011200
S010000549,37.53775546,126.8838877,high,private,autonomous,both,1996.12.10,1147010200
S010000550,37.5389561,126.8975045,high,public,specialized,both,1995.1.10,1156012800
S010000551,37.53879944,126.857922,high,private,general,both,1987.1.19,1150010300
S010000552,37.64052437,127.1084289,high,private,general,both,1949.11.13,1135010300
S010000554,37.57452206,126.8084649,high,private,general,both,1984.2.17,1150010900
S010000555,37.55973279,126.9544615,high,private,general,male,1928.9.25,1141011000
S010000556,37.58282672,127.0117841,high,private,general,female,1945.10.5,1129011200
S010000557,37.56179611,127.04409469999999,high,private,autonomous,both,1960.5.15,1120010600
S010000558,37.54913153,127.1581885,high,private,general,both,1933.4.18,1174010300
S010000559,37.52512278,127.0226425,high,private,autonomous,both,1984.12.17,1168011000
S010000560,37.64124327,127.07394769999999,high,private,general,female,1982.11.30,1135010400
S010000561,37.59312555,127.09680900000001,high,private,general,female,1972.12.26,1126010500
S010000562,37.63094021,127.01294180000001,high,public,general,female,1966.3.5,1130510300
S010000563,37.59432254,127.00384229999999,high,private,general,male,1954.3.4,1129010100
S010000564,37.56029681,126.9126261,high,private,general,female,1967.12.29,1144012500
S010000565,37.54803554,126.832026,high,private,general,male,1978.1.30,1150010600
S010000566,37.55386803,126.96187009999998,high,private,general,male,1947.6.24,1114017400
S010000567,37.58355605,127.06630859999999,high,private,general,female,1975.3.3,1123010900
S010000568,37.50492792,127.06279840000002,high,private,autonomous,male,1906.5.1,1168010600
S010000569,37.59172336,126.99812140000002,high,public,objective,both,1988.9.14,1111016900
